sentence1,label
Hlwww apu vlog taratri up diba khub valo lage,0
30k teo water drop. Atleast punch hole asa korsilam,1
Arokom comparison e amra audience ra chai,0
Bhai emon volt meter amr kache ache kintu volt thik bhabe dekhai na etar solution ta bolben please,2
Apnader camera gear and lights high end but kan jani kisu kisu shot e color fakashe lage. Jamon apnara duijon focus e thaken tusher vaiyer skin color natural lage but arekjoner skin ta kamon facashe hoye jay. Janina eta sobar kase matter korse kina but amar personali dekhte ektu ektu bajei lagse. Jodio ami camera and color science niye kisu tamon janina but jeta choke porlo share korla,3
Xanon20 xtraordinarylnnovationwithin waltonmobile samzone gift,0
"Sotty bolte walton ato unnoto kortese eta amader jnno khub valo akta kotha proud korar moto, r amar 1st handset cilo walton xanonx20 xtraordinarylnnovationwithin waltonmobile samzon",0
Symphony z60 plus er review koren,2
Peta onek beshe misti lagy amer kasy but je kono jaigai gele famous jenish golo try kora uchit,3
Apnader dewa pdf theke rochona somas poira gecilamekta kicui ase nai rochona oo ase nai,1
Buds gulo kothay kinte pabo?,2
Apu next day te rajshahi university te jei dress ta pore geso oita kon page theke niso?,2
Tomar moto honest manush jon khub kom dekhechi egiye jao dada pashe aachi,0
Ki sundor babu ta,0
1st module diya ki ami solar thake 5v 1a router and onu ek sathe calate parbo?,2
Camerar samne eita ki apni bhai,2
"Atc agar mto nai,balsal ak phone er mto 14 ta phone er video dei",1
Hi vaiya kamon asen,2
Bhai vivo v27 niye akta review dien,2
Laste onk moja paichi,0
Apni ki game kalen,2
Kheye dilo xiaomii kee,1
Apu tmr gorer vitor dekaila na,2
Unar theke adyopanto chanel er voice ta best,1
"Ami kinte chachi ,apni kun jayga tekhe kinchen jodi ads ta diten",2
Hlw vaiya love from kushtia,0
Tmi ar ki ba surprise diba...karo nam a hudai pechal parba ar ki,1
Kisu porinai porle partam sob kisu ashce,3
Dada nearest bust stop ta konta porbe jodi bolen khub valo hoy,2
Apu amra 5k diye 2 jon niyesilam bah kom peyesi sob include silo. But unara ceyesilo 15k. Dont mind apu mr travels e amra o giyesilam unra onnak valo package kore den amra whole journey enjoy koresi but pahalgam je hotel dey khub khub e baje bolar bahire normal customers der jonno jei khane ki bolbo language khuje passi na even amder sathe aro akta family giye silo unrao same complain korese unader ucit hotel ta change kora. Apnader i mean jara vlog koren plz onno vabe niben na valo hotel dey ar amader pahalgam e gari diye niye maj road bole valo hotel full hoye gese onno hotel e jaite hobe same kaj sobar sathe kore. Actually ei hotel niye general person k ake kotha bole cheat kore which is very bad,1
Old model pre owned nah digicam er review den,2
Apnader eikhane ki all subject poranu hoy?,2
Ryzen 7 5700 x er sathe ki ektra graphic card drkr ase naki nai,2
Egulo kintu thik hocche na. Ei sob dekhar por kar r dinner e ruti r alu chochori khete valo lagbe,0
Amr moto student jara from fillup er taka dite himshim khay tate aei video dekha bilshita tao appreciate kori walton k jdi taka thakto obbosoi kinttam,3
Kobe hbe dui bong er dhong ?,2
Jio kaka mosaref vai Jio Mon vore gelo,0
Sam bhai ar video onk valo lage. Bhai ami apnar sob gula review dhakhi,0
Alhamdulillah bangla second paper sob common paichi,0
Peladn brand er gpu er revew chai bishesh kore rx 5500xt ta,2
Ami dekhtei pachhina video ta just premiered ta dekhiei r kichu cholchena,2
Vaia hsc 23 er to khude golpo nai and sarmormo o nai but suggestion a j diachen tahole ki kora lagbe,2
Kisher choto Boro ei to ase,1
keu tika e pailam na ar oidike ajob khobor niye hajir hoy baalsaal,1
Masaallah egiy jao bro!,0
Hsc 2022 kono private porte hoi ne. Thank you onno rokom pathsala,0
76k price diye market e onk valo option ase,1
"Bhai ki processor ata nam o suni nai , daraz a 3k te core i nine pawa jai 13th gen oita use koren pc akash a urbe",3
60k ar akta gaming pc dorkar,2
"1. 5 year theke walton calaitechi , osthir colour",0
next level er edit shei hoise,0
Dhaka board e kisu e common poreni,1
Amar redmi phoneo hoy,2
Apu tomi bonggo bajarer manuske sahajjo koro,2
Assalamu alaikum,0
Phn ta sundor acr,0
Ei hala re dekheii video ta dekhlm na,1
Apu ami jete chai,2
Tusher vai infinix note 30 pro vs realme narzo 50 pro 5g akta comparison video diben plz,2
Rnar theke ei place ar idea peyesi agei,2
Ireland er batting valo. Bowling valo hole besi match jitbe,3
Video editing e mone hoy cost cut kora hoise,1
A vai manus boka banan. A light jalale dobol bil asbe karon. Sob somy ar suich on kore rakhte hobe nale jolbe na kau asle vai,1
Ei laptop kew kinen nh display and build quality kob avarage. Er chaia valo chilo pavilion series er 2786tu ta nilr,1
Behala thaka kalin okhan theke 60 and 90 taka kore chicken and mutton biryani kheyechi,2
100k party ta kintu amio thakbo,2
Zam vaiya amre diye den mobile ta,2
Apu dress ta kotha theke niyechen?,2
Without build koto kore 5700x?,2
Tnx you zawad vaiya,0
Last 6years huawei use krteci. Huawei amar kace 1st choose,0
Stocks vlo player but sakib er level er nh,3
Vhai. 5600 eglr g ta boro hater but 5700 er g ta choto hater kno?,2
Ami 5600g niye felechi. Akhon jodi 3060 nite chai tahole ki bottle neck er shikar hote hobe?,2
Dress tar price koto please bolo,2
Kire ajke dekha korish toke miss kortesi,0
Awsome to bro Mercedes rolls Royce range rover aro expensive car er video bananor try koiro,0
Iphone 12 pro ki support korbe vi?,2
Vava go vava tmder abr pre birthday celebration o hoi Boroloki bepar separ churir taka diye,1
Vaiya global version kobe asbe bolte paren ?,2
Vai epson scenar soho oi printer er review dekte chai,2
Keco palam na bhayah,1
Alhamdulillah exam valo hoice but apnader sajetion tekhe just rearrange ta common asce,3
Khub valo laglo big fan r o amn vdo chai,0
Vai kotha bolar shomoi ontoto music ta off rakhar onurodh,1
"Aro 2 year age theke regular apnar video dekhtaci , jodio ami phone kinina , but apnar video dekhte onek besi valo lage love you vai",3
Router r onu chalabo ki vabe ac dc,2
Natok r quantity baraow,2
Apu apnr dress ta kottheke niyechen?,2
"Voice over e kono problematic kichu to amar mone holona, ur contents r quite enjoyable. Apni bolun apni kobe akta restaurant khulben, ami asbo khete",2
Inshallah bangla 2nd 90 pabo inshallah inshallah inshallah,0
Jaman bhaire chara jome nah,1
"Vaiya, ryzen 7 5700g diye ekta 50 k er moddhe video diben plzz. Coddinggraphics er kaj tuktak gaming",2
80k no rgb akta build diyen,2
Valo laglo na. Sound onek kom tar upor reviewer o valo na,1
What a waste of time. Ar kono topic pai na naki amader ey so called food vlogger ra ?,1
"Good discussion, shakib may be nasum ke khelabe thats why miraz at number 7 e batting korbe",0
4 g pblm chara ata sob kesu tik ace,3
Ami kheyechilam onyo ekta channel dekhe. Bhalo lageni dubar kheyechilam,1
Battlemage e khela hobee,2
Vi seheri khaiselam ar gumaite dilen na,1
Iphone 14pro max volo na s23ultra valo hoba konta better valo vidio call quality konta valo,2
Also ami akjon iqoo neo 7 user,2
Apu kobe ascila amader faridpur?,2
Apu tomadr gramai ki humaira afrin erar bari,2
Like den to sobai jara video dakhar age comment porte arsen,2
Khaite khaite mota hoye gesen,1
Eto fast click korsi video quality 360p er upore uthe nai,3
Amio asbo davai ! apnk dekte,0
Kapshi onek valo vaabe explain korte parse,0
6. 4 inches display dewa uchit silo are notch na dile valo hoto,1
Lemfo watch er review chai oigula best android watch,0
Vi amaka onak valo lagsa,0
"Subhro babu. As always, very good content. I m amazed why subscriber number is not increasing. But you have a different fanzone. Unlike the changra vloggers",0
Bhai eta amar waltonao hoi,2
I want those ????? bhalo laglo,0
Bujhlam nah. Pcb bd 2 din por pore video upload krtse vai kono problem?,1
Bhai dw88 er ekta review chai plz,2
Ekhon bujchi Bangladesh er tiktokar ra emon badaimmma marka juta pay koi.... Koto Stylish juta raikkha esob badaimma juta bece..,1
Ayyyee salmuuu tumi eto pocha keno!sbr sathe eto lagalagi koro kno,1
"Amader akhane mane india te oi airdopes 141 online sale gulo te 799 rupees a paoa jay, bangladesh a dam ta onek tai besi,achara bivinno smartwh gulo o 1000 takar moddhe paoa jay starting price a offer ba sale a tai ato bikri hy akhane seta shark tank asar age thekei",3
"Dada notun mic ta stereo sound dicche na headphone a sunchi toh notun mic ta video ta ashar por ek side thekei sound asche. Toba video ta asadharon chilo ager motoi , bhalo r sustho theko dada",3
Amr barir pashei tanguar hauor,2
Baler khawar veg thali naki 200 bero sala,1
Walton er tar model koto?,2
Subhro da tomai eta onk agei suggest koreclm. Chicken tikka kebab r cha ta suggest koreclm. Thank u jawar jonno and tikka ta try korar jonno gele tahole ultimately,2
Narzo 50 pro r etar moddhe camera better konta,2
Jei hisabe hotel aache or diye onek besi dam kaka,2
Vai ami jodi z790 motherboard nei ei setup er jonno tahole ki bank for the buck hobe? naki 660 e best hobe?,2
Mohammed pur er amar harano cycle er kotha mone pore gelo,3
Vaiya apndr suggestion follow korchilam. Alhamdulillah motamoti common porce. English supper suggestion ta kobe diben,0
Sticker gulo kothay pabo?,2
Vihay apner der saty ke vaby jogajok korbo,2
Apu apni mota hoya gasen,1
Sam vai 3 million er ogrim subeccha,0
Redmi note 12 akta falto phone kine bujtechi akhon,1
Boss er dialogue gulo best chilo,0
Baira r bol char ta hoi,2
Sadaron jonogon pabeh na Pabeh govt staff awamilig leader member chairman Aita na koreh Amirica thekeh Corona viras Tika buy koreh tran er  taka medicine burtuki diya 300 takar Vitor viras Tika pharmacy sale korar request roilo taholeh 3 mas Vitor sobai Tika nibeh Please illness Niya rajniti korben na afnara sadaron Manus thokabeh Allah afner thokabeh Tran dorkar nai Tika diya lockdown withdraw koreh Sadaron Manus kajer usila kaiya basuk,1
Dada apnar vdo dekhe ato lobh ese galo j zomato e order die dilam chinese for dinner. Keep it up dada. Ekhanei akjon food vlogger er porisromer sharthokota,0
"Sorry tushar bhai, amar experience absolutely negative. Ami 4gb variant ta kinechi 20990tk diye, but eto slow and lagging performance dicche je, acharr marte iccha kortese. Eitar operational issues prochur, display orientation theke niye background er app chola, everything is painful",1
"Onk important ekta question graph chart ki amra bam theke dan page ee likhbo,naki next page ow jawa jabe mani 3 ba 4 page ee please keo janle amake ektu help koro?",3
Bro age apnar videogulo tothota dekhtam na kintu ami ekhon apnar ek boro fan howe gesi,0
Pant with hijab ?uffff terrible,1
Amari dhaka er jalebi,2
Ai power bank theke akti mini 12v er fan chalano jabe ki?,2
Vaiya reply video cai plz plz,2
Genshin impact game ta apnara kmne download koren bhai,2
Ultrawide lens thaklei nie nitam,2
Vaiya apnr porano amrkhub vlo lage miss korbo apnk,0
Vai radmi 27 inch monitor akta review den plzz,2
Riyad kokhonoi 7th position er player na! 7number obossoi bowling allrounder,2
Amader phone dorkar,2
Vai asus tuf f15 gaming 98k budget e kmn hbe,2
Sir amr matrw 13 ta mcq hoyese sir ami. Ses hoye gesi. Sudui timr ar jonno. Dite parlam na sir,2
Amar sater kisu problem a6a apnake aktu help korte hoba,2
Ssd er box e lekha sata ar ssd hoilo nvme,2
Anty ki gramey thaken?,2
Bhai s23 ar shtha rog6 ar tulona ditasen rog7 anen tarpor dahi,2
Deshi brand walton. Joss set,0
Apnader class gula onek valolage ajke dhaka board a bangla 2nd paper onek valo hoyeche dhonnobad,0
Deximpo er jonno suvokamona,0
Apnara amder jonno onk kostow korticn apnder onk onk dhonnobad amader pase thakar jnno ato sundor vabay bujanor jonno,0
Fahim vaiya apnar moto iphone 12 pro max amaro hobe inshallah,0
Vai ai mobile gulo nosto hole ki korbo. Bangladesh a to er service senter nei,2
Nice smartphone   samzone,0
Vaiya realme nazro 50ki akon naowa jabe,2
Viya medical2021 er jonno class upload diyen please,2
Vai tec jogote apnar kotha bolar dhoron bujiye bolar style. Sob kichui valo lage,0
Amr baler phn ada,1
Vai rs fahim to ios calay bolbo kmne,2
Vaiya science er sb subject er final revision class chai plzzzzzzzzzz,0
Kichui common pore ni. But apnader recommendations follow kore alhumdulillah onek valo hoyeche exam,3
Ei phone 12k diyea kinbo na ami,1
Vai iqoo 9se or iqoo newo7 proo konta nibo,2
Vai set up tour chai. Plz love from jamalpur,0
Redmi series er 12 ta maybe er theke better value for money,2
Thank you vaiya pdf ar jonno,0
Aktu clear kora dn,2
Ami eng version er. Amr saint joseph exam e 5 ta vul hoyeche. But viva ta valo hoyechilo. Ekn ami ki chance pabo,2
Vai 3lakh takar ekta build den nah,1
Sam bhai apna ke ogrim 3 million yeh shubhechha,0
Chor jodi mukhe kapor chapa diye ase takhon chor camera te asbe ki kare,2
Atodin pore mone porse,1
"734 33,630in shopkeeper bollo, sei hisabe 47082bdt ase",2
Amr kache niye asen vai,2
Infinix note 30 review kobe asbe ?,2
Mohila go moto hastei thake eto godo godo hoile kemne hoibo,1
Mashaallah ki cute lagtese tomake! ei hijab er style er tutorial chai. Reels e hoileo hobe lots of loveebig fan,0
Arc gpu gulo te resizable bar er jhamela ase bhai,2
Akon kew kisu bolen pls samzone vaiya amr sms ta parle poriyen boltese j amra j giveaway te onshogrohon korsi amdr result ki aslo etai toh dheki nai apnara asolei disen kia jodi ekta video banaiten oita nea tawo boljtam ekon toh amr sondhoho lagtese ektu ans deyan etogolo jinish j giveaway koren kisu toh bojtese na ami nao paite pari but. 5 mobile giveaway korsen oigolo kare disen oita o toh jani nah ektu janale valo hoi k k paise esop gift,3
Sponsored review kn vai sobsomoy. Original kichui bujha jayna te,3
Amd ryzen 5 5500 er shathy kamon hoby pair korly,2
Khub valo laglo vaiyaaro information niye video chai,0
Gumanue age Sylhet ar video deklam tumar bhalo lage nai ekdom,1
Kon celebrity jibonew nam shuninai juta porei nachanachi nd fight korebe inshallah kokhon kothay ki bolte hoy etaw janena,1
Mcq ektao common pore nidhaka boardcq jegula important beshi disen okhan theke bidrohi theke ekta question o dekhlam na faao markha suggestion,1
Soboy duya koiran amadar jonno kal din por,2
Deshi brand er super phone xanonx20 xtraordinaryinnovantion waltonmobile sanzone,0
Metal frame er phone er unboxing koren please,2
Prince cot ki abal soda?,1
Bangla common poreche. Thank you vaiya der. Asha korchi english pabo!,0
Vaiya apnader anek anek thanks,0
Amk o tomar video te niye nao ami mirpur 2 te thaki,2
Super capacitor kothay pawa jae?,2
I am your wedding gorib manush apni phone per jivan bhai please,1
"Assalamualaikum sir, kamon asen apni?",0
Nia nilam 11pro 369 euro ak kothay osthiiirrrrrrrrrr,0
Vai amerta amon hoi na,2
Vai ata khule dekhan,3
Daraz a ki name dile khuje pabo,2
Productivity ar jonno ki rokom hoba,2
Craving metate gele onk taka jai re magi,1
"Vai ami ekjon shei level er competitive gamer , cod warzone, csgo egulai beshi kheli , so apni jei issue tar kotha bollen oita shune mon ta kharap hoye gelo , tahole best monitor konta hobe for best esports experience ? amar 1080p holeo cholbe , benq z series gula kemon hobe ?",2
Video ta bhalo hoyeche,0
I miss you rubal rubal ka world cupa a ana jaina plz,2
Ei video er jonno wait korchilam,0
Vai apni sure affiliate marketing korsen,2
Faiza tumi onek valo video banao,0
Realme narzo 50 pro us narzo 60 25k kunta best,2
Ami shara jibon bhabsi alhua,2
Nikhebend sarkh4 1450tk diya nishi. Orginal na fake bujco kmne,2
Vabsilam tomar film tai pagol hoy gesilam dekhar jonno pore dekhi vaiar,0
Sylhet board teke bolchi,2
O vai sab purai agun,0
Bhaiya monitor er built in speaker er sound quality ta niyeo ektu detailed bolle bhalo hoto,2
Wh er daam ta screen chilo nah vai kindly aktu check diyen,2
Vaiya arc a750 ar shathe 1014k ar moddhe kon cpu pair korle best hobe,2
Kick najibullah zadran from team,1
Restaurant a j song tah first caliye che kindly song tar name kw janle amak bolben comment reply diye,2
Notch ta diyei noshto kore dilo display,1
Gaming ta na bolla abbu ka dakai ta partam,3
Ek bar jamshedpur e asun,2
Bhiya apni iqoo 11 review korean,2
Sylhet borad tho 2 times poddo e dicen sir sodu goddo kotay?,2
"Vai chul kaiten, ekdom baje lage",1
Kora jukti jise dui jon eii,0
Vaiya redmi 12 8_256 review chai love from malesiya,2
Hmm apu amader khulnay kono biyer onusthane chui jhal diye gos ranna kore,2
Arts der jnno aktha course chalu koran please,2
Free dile to nibe na keo,1
Jani pabo nah tar poreo comment korlam,2
Vai symphony aro onk vlo vlo phone ber kortase kom dam e. Apnago tk dai na bole oi gular review korben na ?,3
